Ecomm Crt Date,Order ID#,Order SKU#,JDA Crt Date,JDA Order ID#,JDA Xfer #,PKMS pkt#,PkMS Wave #,PkMS SKU #,PKMS Original Order Qty,PkMS Original Pkt Qty,PKMS pkt Qty,PKMS shortage Qty,PkMS Cancel Qty,PKMS Shipped Qty,PkMS Date Last Modified,Time Last modified,ordSku,WaveDT
10/18/2024 12:26,30148921,314861,241018,30148921,47021837,47021837,20241019006,314861,1,1,1,0,0,1,20241024,131417,30148921-314861,20241019
11/3/2024 12:06,30157523,274714,241103,30157523,47149941,47149941,20241105009,274714,1,1,1,0,0,1,20241108,134715,30157523-274714,20241105
11/22/2024 10:21,30170122,298334,241122,30170122,47354776,47354776,20241123003,298334,1,1,1,0,0,1,20241127,11749,30170122-298334,20241123
12/1/2024 10:06,30175850,326465,241201,30175850,47432423,47432423,20241206035,326465,1,1,1,0,0,1,20241210,192424,30175850-326465,20241206
12/2/2024 10:56,30176784,318765,241202,30176784,47438183,47438183,20241206035,318765,2,2,2,0,0,2,20241212,43614,30176784-318765,20241206
12/4/2024 22:26,30178220,314666,241204,30178220,47468189,47468189,20241206035,314666,2,2,2,0,0,2,20241220,130949,30178220-314666,20241206
12/5/2024 14:31,30178642,283118,241205,30178642,47475686,47475686,20241206035,283118,1,1,1,0,0,1,20241212,204031,30178642-283118,20241206
12/5/2024 20:36,30178829,326870,241205,30178829,47475842,47475842,20241206035,326870,1,1,1,0,0,1,20241212,204031,30178829-326870,20241206
12/5/2024 20:56,30178841,288884,241205,30178841,47475854,47475854,20241206035,288884,1,1,1,0,0,1,20241213,205134,30178841-288884,20241206
12/5/2024 22:41,30178896,322935,241205,30178896,47477195,47477195,20241206035,322935,1,1,1,0,0,1,20241213,153004,30178896-322935,20241206
12/6/2024 7:45,30178990,326870,241206,30178990,47479166,47479166,20241206035,326870,1,1,1,0,0,1,20241213,153057,30178990-326870,20241206
12/7/2024 5:56,30180192,313052,241207,30180192,47489235,47489235,20241212029,313052,2,2,2,0,0,2,20241218,191700,30180192-313052,20241212
12/7/2024 5:56,30180194,313052,241207,30180194,47489237,47489237,20241212029,313052,2,2,2,0,0,2,20241218,191700,30180194-313052,20241212
12/8/2024 9:06,30180936,315514,241208,30180936,47489894,47489894,20241212029,315514,1,1,1,0,0,1,20241216,205620,30180936-315514,20241212
12/8/2024 21:00,30181384,322965,241208,30181384,47490274,47490274,20241212029,322965,3,3,3,0,0,3,20241220,182120,30181384-322965,20241212
12/10/2024 7:40,30182210,327273,241210,30182210,47500931,47500931,20241211004,327273,2,2,2,0,0,2,20241213,153058,30182210-327273,20241211
12/14/2024 17:06,30184752,318769,241214,30184752,47542690,47542690,20241219008,318769,2,2,2,0,0,2,20241227,174610,30184752-318769,20241219
12/14/2024 18:06,30184786,277626,241214,30184786,47542716,47542716,20241219008,277626,1,1,1,0,0,1,20241224,110819,30184786-277626,20241219
12/22/2024 13:01,30188535,322807,241222,30188535,47597066,47597066,20250102002,322807,1,1,1,0,0,1,20250102,210355,30188535-322807,20250102
12/22/2024 14:05,30188556,313022,241222,30188556,47597080,47597080,20241230019,313022,7,7,7,0,0,7,20250103,111803,30188556-313022,20241230
12/22/2024 14:05,30188556,313022,241222,30188556,47597080,47597080,20241230019,313022,7,7,7,0,0,7,20250103,111803,30188556-313022,20241230
12/22/2024 14:05,30188556,313022,241222,30188556,47597080,47597080,20241230019,313022,7,7,7,0,0,7,20250103,111803,30188556-313022,20241230
12/27/2024 19:05,30190566,322967,241227,30190566,47653129,47653129,20241230019,322967,2,2,2,0,0,2,20250103,111803,30190566-322967,20241230
12/30/2024 0:45,30191494,322890,241230,30191494,47653887,47653887,,322890,1,1,1,0,1,0,20250104,141742,30191494-322890,
12/31/2024 17:36,30192196,305963,241231,30192196,47661135,47661135,20250104008,305963,1,1,1,0,0,1,20250109,104521,30192196-305963,20250104
1/2/2025 12:21,30192810,310126,250102,30192810,47664838,47664838,20250104008,310126,1,1,1,0,0,1,20250109,193208,30192810-310126,20250104
1/2/2025 22:35,30193084,322389,250102,30193084,47668461,47668461,20250104003,322389,1,1,1,0,0,1,20250108,153849,30193084-322389,20250104
1/10/2025 23:36,30197200,326235,250110,30197200,47724087,47724087,20250114005,326235,5,5,5,0,0,5,20250116,153116,30197200-326235,20250114
1/10/2025 23:36,30197200,326235,250110,30197200,47724087,47724087,20250114005,326235,5,5,5,0,0,5,20250116,153116,30197200-326235,20250114
1/11/2025 8:56,30197281,325517,250111,30197281,47726037,47726037,20250114003,325517,5,5,5,0,0,5,20250115,132945,30197281-325517,20250114
1/13/2025 12:06,30198620,322564,250113,30198620,47731522,47731522,20250114005,322564,2,2,2,0,0,2,20250117,110541,30198620-322564,20250114
1/17/2025 13:11,30200744,322895,250117,30200744,47775417,47775417,20250118003,322895,1,1,1,0,0,1,20250120,100818,30200744-322895,20250118
1/19/2025 17:40,30201777,322793,250119,30201777,47784521,47784521,20250121004,322793,3,3,3,0,0,3,20250124,204249,30201777-322793,20250121
1/20/2025 11:06,30202092,314861,250120,30202092,47790677,47790677,20250121003,314861,1,1,1,0,0,1,20250122,204610,30202092-314861,20250121
1/20/2025 14:46,30202230,326431,250120,30202230,47794984,47794984,20250121004,326431,1,1,1,0,0,1,20250124,204301,30202230-326431,20250121
1/20/2025 15:31,30202262,304058,250120,30202262,47795008,47795008,20250121003,304058,1,1,1,0,0,1,20250122,204556,30202262-304058,20250121
1/22/2025 16:56,30203222,283090,250122,30203222,47815439,47815439,20250123014,283090,2,2,2,0,0,2,20250127,204843,30203222-283090,20250123
1/22/2025 21:15,30203322,322565,250122,30203322,47815512,47815512,20250123013,322565,1,1,1,0,0,1,20250125,145913,30203322-322565,20250123
1/24/2025 8:26,30203975,328952,250124,30203975,47831791,47831791,20250125004,328952,1,1,1,0,0,1,20250130,203046,30203975-328952,20250125
1/24/2025 22:56,30204663,314367,250124,30204663,47843552,47843552,20250125004,314367,1,1,1,0,0,1,20250128,125012,30204663-314367,20250125
1/25/2025 9:56,30204780,322564,250125,30204780,47846695,47846695,20250130006,322564,1,1,1,0,0,1,20250204,24226,30204780-322564,20250130
1/25/2025 9:56,30204780,325517,250125,30204780,47846695,47846695,20250130006,325517,1,1,1,0,0,1,20250204,24226,30204780-325517,20250130
1/25/2025 16:21,30205055,324381,250125,30205055,47846922,47846922,20250129002,324381,1,1,1,0,0,1,20250130,155428,30205055-324381,20250129
1/25/2025 17:11,30205095,283162,250125,30205095,47846954,47846954,20250129002,283162,1,1,1,0,0,1,20250203,155947,30205095-283162,20250129
1/25/2025 17:11,30205095,322564,250125,30205095,47846954,47846954,20250129002,322564,1,1,1,0,0,1,20250203,155947,30205095-322564,20250129
1/25/2025 21:11,30205203,320837,250125,30205203,47847027,47847027,20250129002,320837,1,1,1,0,0,1,20250131,10018,30205203-320837,20250129
1/25/2025 21:46,30205214,306419,250125,30205214,47847038,47847038,20250129002,306419,1,1,1,0,0,1,20250204,121757,30205214-306419,20250129
1/25/2025 21:46,30205214,326308,250125,30205214,47847038,47847038,20250129002,326308,1,1,1,0,0,1,20250204,121757,30205214-326308,20250129
1/26/2025 12:16,30205439,328421,250126,30205439,47847245,47847245,20250130006,328421,1,1,1,0,0,1,20250204,121858,30205439-328421,20250130
1/26/2025 12:16,30205439,328422,250126,30205439,47847245,47847245,20250130006,328422,1,1,1,0,0,1,20250204,121858,30205439-328422,20250130
1/26/2025 12:16,30205439,328423,250126,30205439,47847245,47847245,20250130006,328423,1,1,1,0,0,1,20250204,121858,30205439-328423,20250130
1/26/2025 13:31,30205487,293473,250126,30205487,47847286,47847286,20250130006,293473,1,1,1,0,0,1,20250204,24226,30205487-293473,20250130
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,292716,250126,30205607,47847374,47847374,20250129002,292716,14,14,14,0,0,14,20250204,121757,30205607-292716,20250129
1/26/2025 16:36,30205607,319188,250126,30205607,47847374,47847374,20250129002,319188,1,1,1,0,0,1,20250204,121757,30205607-319188,20250129
1/26/2025 20:10,30205700,283601,250126,30205700,47847443,47847443,20250130006,283601,1,1,1,0,0,1,20250204,121858,30205700-283601,20250130
1/27/2025 13:56,30206079,285195,250127,30206079,47854268,47854268,20250129002,285195,6,6,6,0,0,6,20250203,155948,30206079-285195,20250129
1/27/2025 13:56,30206079,285195,250127,30206079,47854268,47854268,20250129002,285195,6,6,6,0,0,6,20250203,155948,30206079-285195,20250129
1/27/2025 13:56,30206079,285195,250127,30206079,47854268,47854268,20250129002,285195,6,6,6,0,0,6,20250203,155948,30206079-285195,20250129
1/27/2025 13:56,30206079,285195,250127,30206079,47854268,47854268,20250129002,285195,6,6,6,0,0,6,20250203,155948,30206079-285195,20250129
1/27/2025 13:56,30206079,285195,250127,30206079,47854268,47854268,20250129002,285195,6,6,6,0,0,6,20250203,155948,30206079-285195,20250129
1/27/2025 13:56,30206079,285195,250127,30206079,47854268,47854268,20250129002,285195,6,6,6,0,0,6,20250203,155948,30206079-285195,20250129
1/27/2025 13:56,30206079,326733,250127,30206079,47854268,47854268,20250129002,326733,1,1,1,0,0,1,20250203,155948,30206079-326733,20250129
1/27/2025 14:56,30206113,328258,250127,30206113,47859271,47859271,20250129002,328258,4,4,4,0,0,4,20250130,155415,30206113-328258,20250129
1/27/2025 14:56,30206113,328258,250127,30206113,47859271,47859271,20250129002,328258,4,4,4,0,0,4,20250130,155415,30206113-328258,20250129
1/27/2025 14:56,30206113,328258,250127,30206113,47859271,47859271,20250129002,328258,4,4,4,0,0,4,20250130,155415,30206113-328258,20250129
1/27/2025 14:56,30206113,328258,250127,30206113,47859271,47859271,20250129002,328258,4,4,4,0,0,4,20250130,155415,30206113-328258,20250129
1/27/2025 15:15,30206119,319845,250127,30206119,47859275,47859275,20250128006,319845,1,1,1,0,0,1,20250204,33508,30206119-319845,20250128
1/27/2025 16:20,30206186,282867,250127,30206186,47859324,47859324,20250129002,282867,1,1,1,0,0,1,20250203,155948,30206186-282867,20250129
1/27/2025 16:20,30206186,287158,250127,30206186,47859324,47859324,20250129002,287158,1,1,1,0,0,1,20250203,155948,30206186-287158,20250129
1/27/2025 16:20,30206186,330006,250127,30206186,47859324,47859324,20250129002,330006,1,1,1,0,0,1,20250203,155948,30206186-330006,20250129
1/28/2025 8:21,30206421,297425,250128,30206421,47863791,47863791,20250129002,297425,1,1,1,0,0,1,20250204,121757,30206421-297425,20250129
1/28/2025 8:36,30206427,287158,250128,30206427,47863794,47863794,20250130006,287158,3,3,3,0,0,3,20250204,121846,30206427-287158,20250130
1/28/2025 8:36,30206427,287158,250128,30206427,47863794,47863794,20250130006,287158,3,3,3,0,0,3,20250204,121846,30206427-287158,20250130
1/28/2025 8:36,30206427,287158,250128,30206427,47863794,47863794,20250130006,287158,3,3,3,0,0,3,20250204,121846,30206427-287158,20250130
1/28/2025 13:31,30206559,317681,250128,30206559,47869479,47869479,20250129002,317681,2,2,2,0,0,2,20250204,144640,30206559-317681,20250129
1/28/2025 13:31,30206559,317681,250128,30206559,47869479,47869479,20250129002,317681,2,2,2,0,0,2,20250204,144640,30206559-317681,20250129
1/28/2025 15:56,30206620,321803,250128,30206620,47874017,47874017,20250129002,321803,1,1,1,0,0,1,20250204,121757,30206620-321803,20250129
1/28/2025 15:56,30206620,330618,250128,30206620,47874017,47874017,20250129002,330618,1,1,1,0,0,1,20250204,121757,30206620-330618,20250129
1/28/2025 23:06,30206794,282863,250128,30206794,47875269,47875269,20250129002,282863,1,1,1,0,0,1,20250204,133317,30206794-282863,20250129
1/28/2025 23:06,30206794,320900,250128,30206794,47875269,47875269,20250129002,320900,1,1,1,0,0,1,20250204,133317,30206794-320900,20250129
1/29/2025 11:01,30206943,320837,250129,30206943,47880298,47880298,20250130006,320837,1,1,1,0,0,1,20250203,213953,30206943-320837,20250130
1/29/2025 19:56,30207203,310225,250129,30207203,47884745,47884745,20250130006,310225,1,1,1,0,0,1,20250203,213953,30207203-310225,20250130
1/29/2025 22:16,30207298,314925,250129,30207298,47886107,47886107,20250130018,314925,1,1,1,0,0,1,20250204,152807,30207298-314925,20250130
1/29/2025 22:16,30207298,320798,250129,30207298,47886107,47886107,20250130018,320798,1,1,1,0,0,1,20250204,152807,30207298-320798,20250130
1/29/2025 22:16,30207298,322564,250129,30207298,47886107,47886107,20250130018,322564,1,1,1,0,0,1,20250204,152807,30207298-322564,20250130
1/29/2025 22:16,30207298,322565,250129,30207298,47886107,47886107,20250130018,322565,2,2,2,0,0,2,20250204,152807,30207298-322565,20250130
1/29/2025 22:16,30207298,322565,250129,30207298,47886107,47886107,20250130018,322565,2,2,2,0,0,2,20250204,152807,30207298-322565,20250130
1/29/2025 22:16,30207298,325517,250129,30207298,47886107,47886107,20250130018,325517,2,2,2,0,0,2,20250204,152807,30207298-325517,20250130
1/29/2025 22:16,30207298,325517,250129,30207298,47886107,47886107,20250130018,325517,2,2,2,0,0,2,20250204,152807,30207298-325517,20250130
1/29/2025 22:16,30207298,328380,250129,30207298,47886107,47886107,20250130018,328380,1,1,1,0,0,1,20250204,152807,30207298-328380,20250130
1/29/2025 22:16,30207298,328925,250129,30207298,47886107,47886107,20250130018,328925,1,1,1,0,0,1,20250204,152807,30207298-328925,20250130
1/29/2025 22:16,30207298,328945,250129,30207298,47886107,47886107,20250130018,328945,1,1,1,0,0,1,20250204,152807,30207298-328945,20250130
1/30/2025 13:36,30207730,322803,250130,30207730,47891852,47891852,20250201006,322803,1,1,1,0,0,1,20250207,212137,30207730-322803,20250201
1/30/2025 13:56,30207749,290558,250130,30207749,47891862,47891862,20250201004,290558,1,1,1,0,0,1,20250205,50847,30207749-290558,20250201
1/30/2025 13:56,30207749,290559,250130,30207749,47891862,47891862,20250201004,290559,1,1,1,0,0,1,20250205,50847,30207749-290559,20250201
1/30/2025 13:56,30207749,322459,250130,30207749,47891862,47891862,20250201004,322459,1,1,1,0,0,1,20250205,50847,30207749-322459,20250201
1/30/2025 13:56,30207749,322803,250130,30207749,47891862,47891862,20250201004,322803,1,1,1,0,0,1,20250205,50847,30207749-322803,20250201
1/30/2025 14:11,30207752,328419,250130,30207752,47891865,47891865,20250201006,328419,1,1,1,0,0,1,20250204,144656,30207752-328419,20250201
1/30/2025 18:35,30207883,329855,250130,30207883,47896078,47896078,20250201004,329855,1,1,1,0,0,1,20250204,144640,30207883-329855,20250201
1/30/2025 22:16,30207989,328419,250130,30207989,47898031,47898031,20250201004,328419,1,1,1,0,0,1,20250204,152807,30207989-328419,20250201
1/31/2025 8:41,30208136,270661,250131,30208136,47900341,47900341,20250201004,270661,1,1,1,0,0,1,20250204,144707,30208136-270661,20250201
1/31/2025 8:41,30208136,318766,250131,30208136,47900341,47900341,20250201004,318766,1,1,1,0,0,1,20250204,144707,30208136-318766,20250201
1/31/2025 12:46,30208455,287158,250131,30208455,47903943,47903943,20250201004,287158,1,1,1,0,0,1,20250205,15931,30208455-287158,20250201
1/31/2025 13:51,30208524,275498,250131,30208524,47904001,47904001,20250201004,275498,1,1,1,0,0,1,20250205,50847,30208524-275498,20250201
1/31/2025 13:51,30208524,328354,250131,30208524,47904001,47904001,20250201004,328354,1,1,1,0,0,1,20250205,50847,30208524-328354,20250201
1/31/2025 13:51,30208524,328419,250131,30208524,47904001,47904001,20250201004,328419,1,1,1,0,0,1,20250205,50847,30208524-328419,20250201
1/31/2025 14:26,30208558,279635,250131,30208558,47904026,47904026,20250201004,279635,1,1,1,0,0,1,20250205,50848,30208558-279635,20250201
1/31/2025 14:26,30208558,307279,250131,30208558,47904026,47904026,20250201004,307279,1,1,1,0,0,1,20250205,50848,30208558-307279,20250201
1/31/2025 14:31,30208563,280168,250131,30208563,47907906,47907906,20250201004,280168,1,1,1,0,0,1,20250204,152703,30208563-280168,20250201
1/31/2025 16:21,30208652,317861,250131,30208652,47907974,47907974,20250201006,317861,1,1,1,0,0,1,20250205,150301,30208652-317861,20250201
1/31/2025 16:25,30208658,283632,250131,30208658,47907979,47907979,20250201004,283632,1,1,1,0,0,1,20250205,41013,30208658-283632,20250201
1/31/2025 17:06,30208693,328921,250131,30208693,47908011,47908011,20250201006,328921,2,2,2,0,0,2,20250205,93735,30208693-328921,20250201
1/31/2025 17:06,30208693,328921,250131,30208693,47908011,47908011,20250201006,328921,2,2,2,0,0,2,20250205,93735,30208693-328921,20250201
2/2/2025 10:21,30209507,306884,250202,30209507,47912702,47912702,20250204009,306884,1,1,1,0,0,1,20250206,225103,30209507-306884,20250204
2/2/2025 14:30,30209650,313032,250202,30209650,47912810,47912810,20250206002,313032,2,2,2,0,0,2,20250207,205014,30209650-313032,20250206
2/2/2025 14:30,30209650,313032,250202,30209650,47912810,47912810,20250206002,313032,2,2,2,0,0,2,20250207,205014,30209650-313032,20250206
2/2/2025 16:16,30209716,312294,250202,30209716,47912857,47912857,20250204009,312294,1,1,1,0,0,1,20250205,150301,30209716-312294,20250204
2/2/2025 20:40,30209826,278633,250202,30209826,47912943,47912943,20250204009,278633,1,1,1,0,0,1,20250205,150301,30209826-278633,20250204
2/3/2025 0:30,30209937,328419,250203,30209937,47913034,47913034,20250206002,328419,1,1,1,0,0,1,20250207,205014,30209937-328419,20250206
2/3/2025 8:40,30209671,327858,250203,30209671,47915775,47915775,20250206002,327858,1,1,1,0,0,1,20250207,205042,30209671-327858,20250206
2/3/2025 8:40,30209671,327917,250203,30209671,47915775,47915775,20250206002,327917,1,1,1,0,0,1,20250207,205042,30209671-327917,20250206
2/3/2025 7:31,30210004,328419,250203,30210004,47915820,47915820,20250204009,328419,1,1,1,0,0,1,20250205,150302,30210004-328419,20250204
2/3/2025 10:16,30210144,328123,250203,30210144,47915928,47915928,20250206002,328123,2,2,2,0,0,2,20250207,205014,30210144-328123,20250206
2/3/2025 10:16,30210144,328123,250203,30210144,47915928,47915928,20250206002,328123,2,2,2,0,0,2,20250207,205014,30210144-328123,20250206
2/3/2025 11:00,30210175,328367,250203,30210175,47919852,47919852,20250206002,328367,5,5,5,0,0,5,20250207,205014,30210175-328367,20250206
2/3/2025 11:00,30210175,328367,250203,30210175,47919852,47919852,20250206002,328367,5,5,5,0,0,5,20250207,205014,30210175-328367,20250206
2/3/2025 11:00,30210175,328367,250203,30210175,47919852,47919852,20250206002,328367,5,5,5,0,0,5,20250207,205014,30210175-328367,20250206
2/3/2025 11:00,30210175,328367,250203,30210175,47919852,47919852,20250206002,328367,5,5,5,0,0,5,20250207,205014,30210175-328367,20250206
2/3/2025 11:00,30210175,328367,250203,30210175,47919852,47919852,20250206002,328367,5,5,5,0,0,5,20250207,205014,30210175-328367,20250206
2/3/2025 13:25,30210275,328419,250203,30210275,47919934,47919934,20250204009,328419,1,1,1,0,0,1,20250205,150302,30210275-328419,20250204
2/3/2025 14:56,30210027,310225,250203,30210027,47922964,47922964,20250204009,310225,1,1,1,0,0,1,20250206,225104,30210027-310225,20250204
2/3/2025 14:56,30210027,319191,250203,30210027,47922964,47922964,20250204009,319191,1,1,1,0,0,1,20250206,225104,30210027-319191,20250204
2/3/2025 15:06,30210338,329855,250203,30210338,47922985,47922985,20250205002,329855,1,1,1,0,0,1,20250207,234430,30210338-329855,20250205
2/3/2025 15:21,30210345,284046,250203,30210345,47922989,47922989,20250204009,284046,1,1,1,0,0,1,20250207,130509,30210345-284046,20250204
2/3/2025 19:40,30210463,322889,250203,30210463,47923085,47923085,20250204009,322889,1,1,1,0,0,1,20250205,150302,30210463-322889,20250204
2/3/2025 21:51,30210521,310225,250203,30210521,47925928,47925928,20250205002,310225,1,1,1,0,0,1,20250207,90226,30210521-310225,20250205
2/3/2025 21:51,30210521,328422,250203,30210521,47925928,47925928,20250205002,328422,1,1,1,0,0,1,20250207,90226,30210521-328422,20250205
2/3/2025 21:51,30210521,328427,250203,30210521,47925928,47925928,20250205002,328427,1,1,1,0,0,1,20250207,90226,30210521-328427,20250205
2/3/2025 22:11,30210527,322796,250203,30210527,47925934,47925934,20250204009,322796,1,1,1,0,0,1,20250205,150302,30210527-322796,20250204
2/3/2025 22:11,30210527,322807,250203,30210527,47925934,47925934,20250204009,322807,1,1,1,0,0,1,20250205,150302,30210527-322807,20250204
2/3/2025 22:11,30210527,328423,250203,30210527,47925934,47925934,20250204009,328423,1,1,1,0,0,1,20250205,150302,30210527-328423,20250204
2/4/2025 14:36,30210753,315496,250204,30210753,47934993,47934993,20250206002,315496,2,2,2,0,0,2,20250207,205014,30210753-315496,20250206
2/4/2025 17:31,30210824,322941,250204,30210824,47935049,47935049,20250207006,322941,1,1,1,0,0,1,20250211,102737,30210824-322941,20250207
2/5/2025 8:41,30211003,310332,250205,30211003,47940989,47940989,20250207015,310332,1,1,1,0,0,1,20250213,93707,30211003-310332,20250207
2/5/2025 11:35,30211069,312294,250205,30211069,47944588,47944588,20250206002,312294,1,1,1,0,0,1,20250207,205043,30211069-312294,20250206
2/5/2025 11:50,30211074,294434,250205,30211074,47944591,47944591,20250207015,294434,1,1,1,0,0,1,20250210,193643,30211074-294434,20250207
2/5/2025 15:31,30211149,286854,250205,30211149,47948165,47948165,20250206002,286854,1,1,1,0,0,1,20250211,24712,30211149-286854,20250206
2/5/2025 16:30,30211170,320254,250205,30211170,47948180,47948180,20250207015,320254,1,1,1,0,0,1,20250210,193634,30211170-320254,20250207
2/5/2025 23:41,30211297,282824,250205,30211297,47951010,47951010,20250206002,282824,1,1,1,0,0,1,20250208,201,30211297-282824,20250206
2/6/2025 17:15,30211665,306636,250206,30211665,47960409,47960409,20250207006,306636,1,1,1,0,0,1,20250210,101917,30211665-306636,20250207
2/6/2025 22:26,30211756,317861,250206,30211756,47962959,47962959,20250207015,317861,1,1,1,0,0,1,20250213,55239,30211756-317861,20250207
2/6/2025 22:50,30211762,324360,250206,30211762,47962964,47962964,20250207006,324360,1,1,1,0,0,1,20250211,102737,30211762-324360,20250207
2/6/2025 23:06,30211768,328485,250206,30211768,47962967,47962967,20250207015,328485,1,1,1,0,0,1,20250210,193623,30211768-328485,20250207
2/7/2025 9:31,30211909,327925,250207,30211909,47965417,47965417,20250207015,327925,1,1,1,0,0,1,20250211,235749,30211909-327925,20250207
2/7/2025 10:41,30212010,328421,250207,30212010,47969462,47969462,20250210015,328421,2,2,2,0,0,2,20250212,185058,30212010-328421,20250210
2/7/2025 10:41,30212010,328421,250207,30212010,47969462,47969462,20250210015,328421,2,2,2,0,0,2,20250212,185058,30212010-328421,20250210
2/7/2025 10:41,30212010,328427,250207,30212010,47969462,47969462,20250210015,328427,2,2,2,0,0,2,20250212,185058,30212010-328427,20250210
2/7/2025 10:41,30212010,328427,250207,30212010,47969462,47969462,20250210015,328427,2,2,2,0,0,2,20250212,185058,30212010-328427,20250210
2/7/2025 19:26,30212350,331185,250207,30212350,47973625,47973625,20250210015,331185,1,1,1,0,0,1,20250212,104311,30212350-331185,20250210
2/8/2025 22:26,30212856,328421,250208,30212856,47978936,47978936,20250210015,328421,1,1,1,0,0,1,20250212,143926,30212856-328421,20250210
2/9/2025 10:56,30212953,298648,250209,30212953,47979023,47979023,20250210015,298648,1,1,1,0,0,1,20250212,185058,30212953-298648,20250210
2/9/2025 11:51,30212980,328421,250209,30212980,47979046,47979046,20250211006,328421,2,2,2,0,0,2,20250213,133736,30212980-328421,20250211
2/9/2025 11:51,30212980,328421,250209,30212980,47979046,47979046,20250211006,328421,2,2,2,0,0,2,20250213,133736,30212980-328421,20250211
2/10/2025 9:16,30213391,328421,250210,30213391,47983694,47983694,20250210015,328421,1,1,1,0,0,1,20250212,104311,30213391-328421,20250210
2/10/2025 9:16,30213391,328423,250210,30213391,47983694,47983694,20250210015,328423,1,1,1,0,0,1,20250212,104311,30213391-328423,20250210
2/10/2025 9:16,30213391,328427,250210,30213391,47983694,47983694,20250210015,328427,1,1,1,0,0,1,20250212,104311,30213391-328427,20250210
2/10/2025 11:46,30213514,327273,250210,30213514,47989510,47989510,20250211005,327273,1,1,1,0,0,1,20250212,144013,30213514-327273,20250211
2/10/2025 18:21,30213712,312735,250210,30213712,47991257,47991257,20250211005,312735,1,1,1,0,0,1,20250212,104311,30213712-312735,20250211
2/10/2025 22:20,30213801,327858,250210,30213801,47994185,47994185,20250211005,327858,1,1,1,0,0,1,20250212,203703,30213801-327858,20250211
2/11/2025 11:46,30213947,327817,250211,30213947,48001006,48001006,20250212002,327817,1,1,1,0,0,1,20250214,235830,30213947-327817,20250212
2/11/2025 14:01,30214006,329609,250211,30214006,48001053,48001053,20250212002,329609,1,1,1,0,0,1,20250214,175818,30214006-329609,20250212
2/11/2025 14:01,30214006,330384,250211,30214006,48001053,48001053,20250212002,330384,1,1,1,0,0,1,20250214,175818,30214006-330384,20250212
2/11/2025 14:01,30214006,330385,250211,30214006,48001053,48001053,20250212002,330385,1,1,1,0,0,1,20250214,175818,30214006-330385,20250212
2/11/2025 14:01,30214006,331157,250211,30214006,48001053,48001053,20250212002,331157,2,2,2,0,0,2,20250214,175818,30214006-331157,20250212
2/11/2025 14:01,30214006,331158,250211,30214006,48001053,48001053,20250212002,331158,2,2,2,0,0,2,20250214,175818,30214006-331158,20250212
2/12/2025 18:56,30214489,322443,250212,30214489,48018694,48018694,20250214002,322443,1,1,1,0,0,1,20250217,204145,30214489-322443,20250214
2/12/2025 20:41,30214545,284566,250212,30214545,48018742,48018742,20250214002,284566,5,5,5,0,0,5,20250217,204831,30214545-284566,20250214
2/12/2025 20:41,30214545,284566,250212,30214545,48018742,48018742,20250214002,284566,5,5,5,0,0,5,20250217,204831,30214545-284566,20250214
2/12/2025 20:41,30214545,284566,250212,30214545,48018742,48018742,20250214002,284566,5,5,5,0,0,5,20250217,204831,30214545-284566,20250214
2/12/2025 20:41,30214545,284566,250212,30214545,48018742,48018742,20250214002,284566,5,5,5,0,0,5,20250217,204831,30214545-284566,20250214
2/12/2025 20:41,30214545,284566,250212,30214545,48018742,48018742,20250214002,284566,5,5,5,0,0,5,20250217,204831,30214545-284566,20250214
